DispatchID,Warehouse,ItemID,OrderID,CustomerID,Postcode,DispatchTimestamp
169,South West,4464,436226,5625,PL31 1NQ,2020-05-04 10:04:06
170,South West,95592,436226,5625,PL31 1NQ,2020-05-04 10:04:06
171,South West,76552,426647,4398,TA20 2NN,2020-05-04 10:04:06
172,South West,81422,426647,4398,TA20 2NN,2020-05-04 10:04:06
173,South West,62462,426007,8647,TR3 6PT,2020-05-04 10:04:06
174,South West,76552,431876,3804,TA13 5LP,2020-05-04 10:04:06
175,South West,26,423903,1887,PL12 6JX,2020-05-04 10:04:06
176,South West,62462,430221,6337,GL7 6QD,2020-05-04 10:04:06
177,South West,1484,427348,5189,EX22 7TL,2020-05-04 10:04:06
178,South West,95592,426998,11194,SN12 8BB,2020-05-04 10:04:06
179,South West,75252,425926,2137,DT2 8PD,2020-05-04 10:04:06
180,South West,76552,428258,9134,PL11 2DJ,2020-05-04 10:04:06
181,South West,108342,435499,5877,GL50 9YT,2020-05-04 10:04:06
182,South West,1484,434043,8682,BA14 9LH,2020-05-04 10:04:06
183,South West,4464,434043,8682,BA14 9LH,2020-05-04 10:04:06
184,South West,108342,440087,4875,TR10 8BL,2020-05-04 10:04:06
185,East Midlands,81422,441177,5696,NG34 8FR,2020-05-04 10:07:38
186,East Midlands,95592,425539,1532,LE10 0SQ,2020-05-04 10:07:38
187,East Midlands,4464,435944,3147,PE25 3NZ,2020-05-04 10:07:38
188,East Midlands,76552,431772,7711,NG5 4AS,2020-05-04 10:07:38
189,East Midlands,6439,432642,1520,LN5 7HJ,2020-05-04 10:07:38
190,East Midlands,75252,429645,3581,LE13 9SX,2020-05-04 10:07:38
191,East Midlands,26,432814,3885,NN8 4GA,2020-05-04 10:07:38
192,East Midlands,4464,432814,3885,NN8 4GA,2020-05-04 10:07:38
193,East Midlands,81422,432814,3885,NN8 4GA,2020-05-04 10:07:38
194,East Midlands,108342,424614,1817,NN9 5SU,2020-05-04 10:07:38
195,East Midlands,4464,441297,4307,S40 3LU,2020-05-04 10:07:38
196,East Midlands,81422,440499,4307,S40 3LU,2020-05-04 10:07:38
197,East Midlands,26,440499,4307,S40 3LU,2020-05-04 10:07:38
198,East Midlands,26,440499,4307,S40 3LU,2020-05-04 10:07:38
199,East Midlands,95592,440499,4307,S40 3LU,2020-05-04 10:07:38
200,East Midlands,95592,429029,5945,NN1 4EP,2020-05-04 10:07:38
201,East Midlands,62462,424411,5640,PE22 0DQ,2020-05-04 10:07:38
202,East Midlands,75252,433196,3770,NG17 9BN,2020-05-04 10:07:38
203,East Midlands,75252,433537,6906,DE21 6TR,2020-05-04 10:07:38
204,East Midlands,81422,432606,6451,NG11 8PX,2020-05-04 10:07:38
205,London,95592,439161,4965,W13 9UN,2020-05-04 10:30:36
206,London,4464,434020,7239,NW6 5JW,2020-05-04 10:30:36
207,London,75252,435316,7239,NW6 5JW,2020-05-04 10:30:36
208,London,75252,435316,7239,NW6 5JW,2020-05-04 10:30:36
209,London,76552,432435,5928,TW2 5LH,2020-05-04 10:30:36
210,London,76552,442577,4503,HA5 3EW,2020-05-04 10:30:36
211,London,108342,439036,7703,RM13 9QA,2020-05-04 10:30:36
212,London,95592,423559,3370,NW10 1NS,2020-05-04 10:30:36
213,London,81422,443417,4178,NW1W 7HN,2020-05-04 10:30:36
214,London,75252,439025,2945,E16 4AJ,2020-05-04 10:30:36
215,London,6439,433387,1818,DA8 1HB,2020-05-04 10:30:36
216,London,6439,430756,5922,NW11 9JY,2020-05-04 10:30:36
217,London,95592,438051,3671,HA4 0HX,2020-05-04 10:30:36
218,London,1484,439967,2312,SM4 5AN,2020-05-04 10:30:36
219,London,26,439967,2312,SM4 5AN,2020-05-04 10:30:36
220,London,81422,439967,2312,SM4 5AN,2020-05-04 10:30:36
221,London,75252,439967,2312,SM4 5AN,2020-05-04 10:30:36
222,London,76552,424450,9322,SW16 2SY,2020-05-04 10:30:36
223,London,6439,425618,4660,UB3 1TA,2020-05-04 10:30:36
224,London,81422,425110,4264,N3 1EN,2020-05-04 10:30:36
225,South East,4464,441284,1515,RG31 6DE,2020-05-04 10:40:46
226,South East,108342,429044,9594,TN30 7NR,2020-05-04 10:40:46
227,South East,1484,433741,6543,ME7 1TH,2020-05-04 10:40:46
228,South East,26,432767,10731,PO8 8LR,2020-05-04 10:40:46
229,South East,26,432767,10731,PO8 8LR,2020-05-04 10:40:46
230,South East,4464,440510,10322,SP6 2RE,2020-05-04 10:40:46
231,South East,75252,429807,1358,PO18 0LB,2020-05-04 10:40:46
232,South East,26,442785,9987,OX44 9LH,2020-05-04 10:40:46
233,South East,81422,431632,2712,MK18 2QA,2020-05-04 10:40:46
234,South East,95592,441698,6308,SP11 8LZ,2020-05-04 10:40:46
235,South East,6439,426076,5655,SO41 8JN,2020-05-04 10:40:46
236,South East,4464,426076,5655,SO41 8JN,2020-05-04 10:40:46
237,South East,75252,430099,7134,GU52 6PN,2020-05-04 10:40:46
238,South East,75252,430099,7134,GU52 6PN,2020-05-04 10:40:46
239,South East,6439,428192,10405,SL5 5EG,2020-05-04 10:40:46
240,South East,6439,440251,3887,RH7 6HA,2020-05-04 10:40:46
241,South East,4464,440251,3887,RH7 6HA,2020-05-04 10:40:46
242,South East,75252,440251,3887,RH7 6HA,2020-05-04 10:40:46
243,South East,1484,440251,3887,RH7 6HA,2020-05-04 10:40:46
244,South East,95592,429036,1473,TW18 4LA,2020-05-04 10:40:46
245,North West,62462,424391,7228,WA2 8LG,2020-05-04 10:42:56
246,North West,108342,431287,4639,BL9 6HN,2020-05-04 10:42:56
247,North West,26,424943,9727,WA16 6AA,2020-05-04 10:42:56
248,North West,81422,424001,7749,OL6 9DS,2020-05-04 10:42:56
249,North West,1484,434063,7504,CH1 5HP,2020-05-04 10:42:56
250,North West,76552,428131,3023,WA12 9TX,2020-05-04 10:42:56
251,North West,95592,427727,8496,PR6 0QB,2020-05-04 10:42:56
252,North West,95592,423678,1991,M28 3HQ,2020-05-04 10:42:56
253,North West,62462,432980,7731,M30 8NN,2020-05-04 10:42:56
254,North West,62462,426208,4446,L7 6HF,2020-05-04 10:42:56
255,North West,6439,426208,4446,L7 6HF,2020-05-04 10:42:56
256,North West,75252,426208,4446,L7 6HF,2020-05-04 10:42:56
257,North West,1484,426208,4446,L7 6HF,2020-05-04 10:42:56
258,North West,26,436787,6041,M14 7EZ,2020-05-04 10:42:56
259,North West,1484,425896,4392,WA4 5NF,2020-05-04 10:42:56
260,North West,1484,426754,2753,FY6 7HX,2020-05-04 10:42:56
261,North West,62462,426754,2753,FY6 7HX,2020-05-04 10:42:56
262,North West,26,426754,2753,FY6 7HX,2020-05-04 10:42:56
263,North West,6439,426754,2753,FY6 7HX,2020-05-04 10:42:56
264,North West,76552,436664,2406,L74 4AR,2020-05-04 10:42:56
265,East of England,1484,435017,3209,PE1 3QJ,2020-05-04 10:43:06
266,East of England,75252,441994,8016,NR29 5PQ,2020-05-04 10:43:06
267,East of England,26,441994,8016,NR29 5PQ,2020-05-04 10:43:06
268,East of England,4464,441994,8016,NR29 5PQ,2020-05-04 10:43:06
269,East of England,75252,433579,7531,RM16 4UY,2020-05-04 10:43:06
270,East of England,75252,427210,5489,IP33 1BS,2020-05-04 10:43:06
271,East of England,95592,426914,4339,SG2 7QT,2020-05-04 10:43:06
272,East of England,1484,429847,5332,CO4 9FW,2020-05-04 10:43:06
273,East of England,108342,443392,2836,MK44 1JW,2020-05-04 10:43:06
274,East of England,4464,443392,2836,MK44 1JW,2020-05-04 10:43:06
275,East of England,26,443392,2836,MK44 1JW,2020-05-04 10:43:06
276,East of England,6439,443392,2836,MK44 1JW,2020-05-04 10:43:06
277,East of England,4464,443392,2836,MK44 1JW,2020-05-04 10:43:06
278,East of England,6439,443392,2836,MK44 1JW,2020-05-04 10:43:06
279,East of England,76552,440331,10421,CB22 5AD,2020-05-04 10:43:06
280,East of England,76552,435063,8912,WD7 8JR,2020-05-04 10:43:06
281,East of England,6439,435063,8912,WD7 8JR,2020-05-04 10:43:06
282,East of England,108342,435063,8912,WD7 8JR,2020-05-04 10:43:06
283,East of England,95592,434026,3327,HP4 3RU,2020-05-04 10:43:06
284,East of England,4464,429929,3687,CM13 3AE,2020-05-04 10:43:06
285,London,26,441430,1966,IG1 3HT,2020-05-04 11:02:02
286,London,4464,430975,7118,E2 8SB,2020-05-04 11:02:02
287,London,1484,428768,4169,W1H 2HH,2020-05-04 11:02:02
288,London,62462,436860,4229,RM3 7EZ,2020-05-04 11:02:02
289,London,108342,424195,6761,WC2H 0BL,2020-05-04 11:02:02
290,London,75252,437539,5928,TW2 5LH,2020-05-04 11:02:02
291,London,75252,442795,5772,CR0 3SD,2020-05-04 11:02:02
292,London,26,442795,5772,CR0 3SD,2020-05-04 11:02:02
293,London,108342,442956,10594,E1 8FU,2020-05-04 11:02:02
294,London,4464,442956,10594,E1 8FU,2020-05-04 11:02:02
295,London,4464,433006,1995,UB10 8PJ,2020-05-04 11:02:02
296,London,26,430749,10538,EC4V 5DR,2020-05-04 11:02:02
297,London,26,435045,2185,NW3 5QG,2020-05-04 11:02:02
298,London,26,429708,2767,W1H 2AN,2020-05-04 11:02:02
299,London,4464,427256,9944,N9 9YY,2020-05-04 11:02:02
300,London,76552,429632,10966,N21 1JF,2020-05-04 11:02:02
301,London,76552,442853,5009,HA3 9UE,2020-05-04 11:02:02
302,London,76552,442853,5009,HA3 9UE,2020-05-04 11:02:02
303,London,1484,430128,8395,W14 8NA,2020-05-04 11:02:02
304,London,95592,441116,2869,BR5 1BY,2020-05-04 11:02:02
305,South West,4464,425681,2847,BH12 1NW,2020-05-04 11:03:58
306,South West,62462,438744,10898,SN1 2DR,2020-05-04 11:03:58
307,South West,6439,442506,5653,SN10 5EF,2020-05-04 11:03:58
308,South West,4464,425319,1727,PL12 4QJ,2020-05-04 11:03:58
309,South West,26,442396,7106,BA21 3BG,2020-05-04 11:03:58
310,South West,95592,435861,10498,TA7 0BQ,2020-05-04 11:03:58
311,South West,6439,425172,4589,BS9 1ER,2020-05-04 11:03:58
312,South West,76552,432786,1802,BH1 3SW,2020-05-04 11:03:58
313,South West,6439,431425,10262,BS32 9AB,2020-05-04 11:03:58
314,South West,4464,442510,10891,PL15 8SB,2020-05-04 11:03:58
315,South West,1484,428492,3192,EX33 1LG,2020-05-04 11:03:58
316,South West,76552,428492,3192,EX33 1LG,2020-05-04 11:03:58
317,South West,26,429773,7146,PL6 7TF,2020-05-04 11:03:58
318,South West,76552,441924,11147,PL15 7LJ,2020-05-04 11:03:58
319,South West,81422,436196,9052,GL7 6FT,2020-05-04 11:03:58
320,South West,75252,425395,5301,BA5 2JX,2020-05-04 11:03:58
321,South West,81422,427015,9297,SP7 0RR,2020-05-04 11:03:58
322,South West,76552,426182,4691,TQ2 6PZ,2020-05-04 11:03:58
323,South West,26,426182,4691,TQ2 6PZ,2020-05-04 11:03:58
324,South West,108342,426182,4691,TQ2 6PZ,2020-05-04 11:03:58
325,South East,4464,429637,5519,GU46 6DQ,2020-05-04 11:08:12
326,South East,26,437352,7471,BN21 2JS,2020-05-04 11:08:12
327,South East,75252,424478,5580,OX15 0PZ,2020-05-04 11:08:12
328,South East,108342,442484,9925,DA12 5FA,2020-05-04 11:08:12
329,South East,1484,442484,9925,DA12 5FA,2020-05-04 11:08:12
330,South East,1484,435816,2890,SO31 4JE,2020-05-04 11:08:12
331,South East,62462,431975,3354,RH12 5FL,2020-05-04 11:08:12
332,South East,75252,439694,2320,ME2 1EL,2020-05-04 11:08:12
333,South East,75252,426884,3658,OX10 0LZ,2020-05-04 11:08:12
334,South East,1484,426884,3658,OX10 0LZ,2020-05-04 11:08:12
335,South East,4464,426884,3658,OX10 0LZ,2020-05-04 11:08:12
336,South East,6439,426884,3658,OX10 0LZ,2020-05-04 11:08:12
337,South East,76552,425251,9308,BN1 6EQ,2020-05-04 11:08:12
338,South East,81422,425251,9308,BN1 6EQ,2020-05-04 11:08:12
339,South East,6439,425251,9308,BN1 6EQ,2020-05-04 11:08:12
340,South East,95592,435831,3247,RG8 7HW,2020-05-04 11:08:12
341,South East,81422,436306,3566,BN2 9SJ,2020-05-04 11:08:12
342,South East,4464,426583,4359,CT11 0FB,2020-05-04 11:08:12
343,South East,95592,432827,1956,TW18 4BU,2020-05-04 11:08:12
344,South East,1484,438715,11202,ME8 7LY,2020-05-04 11:08:12
345,Yorkshire and The Humber,4464,435679,6155,YO25 3XH,2020-05-04 11:11:56
346,Yorkshire and The Humber,76552,433417,3449,LS11 6JN,2020-05-04 11:11:56
347,Yorkshire and The Humber,62462,430678,4080,S75 5NH,2020-05-04 11:11:56
348,Yorkshire and The Humber,95592,443220,1545,DN21 4QU,2020-05-04 11:11:56
349,Yorkshire and The Humber,1484,438214,9623,HG4 2ED,2020-05-04 11:11:56
350,Yorkshire and The Humber,1484,433233,7004,DN4 9NH,2020-05-04 11:11:56
351,Yorkshire and The Humber,4464,437616,9310,WF6 1LA,2020-05-04 11:11:56
352,Yorkshire and The Humber,75252,435662,6520,BD16 1QD,2020-05-04 11:11:56
353,Yorkshire and The Humber,75252,441751,10970,YO8 9GL,2020-05-04 11:11:56
354,Yorkshire and The Humber,75252,423564,9422,WF3 1DS,2020-05-04 11:11:56
355,Yorkshire and The Humber,62462,436803,4352,BD3 9SX,2020-05-04 11:11:56
356,Yorkshire and The Humber,1484,441205,1730,BD18 2JS,2020-05-04 11:11:56
357,Yorkshire and The Humber,108342,439653,3593,YO23 1NW,2020-05-04 11:11:56
358,Yorkshire and The Humber,6439,430476,5620,HX2 6PG,2020-05-04 11:11:56
359,Yorkshire and The Humber,108342,430476,5620,HX2 6PG,2020-05-04 11:11:56
360,Yorkshire and The Humber,4464,430476,5620,HX2 6PG,2020-05-04 11:11:56
361,Yorkshire and The Humber,76552,430476,5620,HX2 6PG,2020-05-04 11:11:56
362,Yorkshire and The Humber,95592,441540,3039,HD5 9HU,2020-05-04 11:11:56
363,Yorkshire and The Humber,81422,437812,4796,S75 6NP,2020-05-04 11:11:56
364,Yorkshire and The Humber,6439,441710,4647,S3 7TT,2020-05-04 11:11:56
365,West Midlands,4464,425818,8887,B33 0BN,2020-05-04 11:19:09
366,West Midlands,75252,428566,3852,ST16 1WE,2020-05-04 11:19:09
367,West Midlands,62462,430990,8192,WV7 3JH,2020-05-04 11:19:09
368,West Midlands,95592,430026,9165,B45 0JH,2020-05-04 11:19:09
369,West Midlands,6439,424637,5259,CV34 6US,2020-05-04 11:19:09
370,West Midlands,81422,440719,10751,WV12 4PZ,2020-05-04 11:19:09
371,West Midlands,95592,441969,7944,WV3 8JX,2020-05-04 11:19:09
372,West Midlands,76552,424102,5875,ST7 8AB,2020-05-04 11:19:09
373,West Midlands,6439,438710,3275,ST3 6BF,2020-05-04 11:19:09
374,West Midlands,108342,427441,10660,WS12 4JE,2020-05-04 11:19:09
375,West Midlands,81422,438458,5889,B63 4DE,2020-05-04 11:19:09
376,West Midlands,62462,426894,8634,B64 5EQ,2020-05-04 11:19:09
377,West Midlands,76552,430329,2798,WV3 8JX,2020-05-04 11:19:09
378,West Midlands,26,434498,9184,B78 1BG,2020-05-04 11:19:09
379,West Midlands,76552,435952,1618,CV22 6NR,2020-05-04 11:19:09
380,West Midlands,75252,432725,1666,ST18 0BH,2020-05-04 11:19:09
381,West Midlands,81422,437761,5325,WS9 0AG,2020-05-04 11:19:09
382,West Midlands,1484,441475,7602,B91 2LJ,2020-05-04 11:19:09
383,West Midlands,95592,441475,7602,B91 2LJ,2020-05-04 11:19:09
